"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","URN","Local.authority..code.","Local.authority..name.","Establishment.number","Establishment.name","Street","Locality","Address3","Town","County","Postcode","Type.of.establishment","Statutory.highest.age","Statutory.lowest.age","Boarders","Sixth.form","UKPRN","Phase.of.education","Gender","Religious.character","Religious.ethos","Admissions.policy","Website.address","Telephone.number","Headteacher","Establishment.status","Reason.establishment.opened","Opening.date","Parliamentary.Constituency..code.","Parliamentary.Constituency..name.","Region","gg_address","lon","lat"
"393",393,393,393,393,393,393,393,393,100609,208,"Lambeth",3307,"Archbishop Sumner Church of England Primary School","Reedworth Street","Lambeth","","London","","SE11 4PH","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.archbishop-sumners-primary.lambeth.sch.uk",2077352781,"Mrs Ursula Ovenden","Open","Not applicable","","E14001008","Vauxhall","London","Archbishop Sumner Church of England Primary School, Reedworth Street, SE11 4PH",-0.1097222,51.491534
"394",394,394,394,394,394,394,394,394,100610,208,"Lambeth",3324,"Christ Church Primary SW9","Cancell Road","North Brixton","","London","","SW9 6HN","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.christchurchschool.cc",2077351343,"Miss Jayne Mitchell","Open","Not applicable","","E14001008","Vauxhall","London","Christ Church Primary SW9, Cancell Road, SW9 6HN",-0.108612,51.4761616
"395",395,395,395,395,395,395,395,395,100611,208,"Lambeth",3329,"Christ Church , Streatham Church of England Primary School","Cotherstone Road","Streatham","","London","","SW2 3NF","Voluntary Aided School",11,5,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","",2086744308,"Mrs N Zeronian-Dalley","Open","Not applicable","","E14000978","Streatham","London","Christ Church , Streatham Church of England Primary School, Cotherstone Road, SW2 3NF",-0.1218883,51.4450398
"396",396,396,396,396,396,396,396,396,100612,208,"Lambeth",3375,"Macaulay Church of England Primary School","Victoria Rise","Clapham","","London","","SW4 0NU","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","http://www.macaulaycofeschool.co.uk",2076221355," Jo Samways","Open","Not applicable","","E14001008","Vauxhall","London","Macaulay Church of England Primary School, Victoria Rise, SW4 0NU",-0.1474486,51.4638216
"397",397,397,397,397,397,397,397,397,100613,208,"Lambeth",3403,"St Andrew's Church of England Primary School","Kay Road","","","London","","SW9 9DE","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.lambeth.schooljotter.com/",2072747012,"Miss Jayne Mitchell","Open","Not applicable","","E14001008","Vauxhall","London","St Andrew's Church of England Primary School, Kay Road, SW9 9DE",-0.1222418,51.4679382
"398",398,398,398,398,398,398,398,398,100614,208,"Lambeth",3457,"St John the Divine Church of England Primary School","Warham Street","Camberwell New Road","","London","","SE5 0SX","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stjohn.lambeth.sch.uk/",2077354898,"Mrs Catherine Warland","Open","Not applicable","","E14000615","Camberwell and Peckham","London","St John the Divine Church of England Primary School, Warham Street, SE5 0SX",-0.1035045,51.4789134
"399",399,399,399,399,399,399,399,399,100615,208,"Lambeth",3466,"St John's Angell Town Church of England Primary School","85 Angell Road","Brixton","","London","","SW9 7HH","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.st-johns.lambeth.sch.uk",2072744847,"Mr Martin Clark","Open","Not applicable","","E14000673","Dulwich and West Norwood","London","St John's Angell Town Church of England Primary School, 85 Angell Road, SW9 7HH",-0.1084929,51.4678498
"400",400,400,400,400,400,400,400,400,100616,208,"Lambeth",3491,"St Jude's Church of England Primary School","Regent Road","Herne Hill","","London","","SE24 0EL","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.st-judes.lambeth.sch.uk/",2072742883,"Ms Alexandra New","Open","Not applicable","","E14000673","Dulwich and West Norwood","London","St Jude's Church of England Primary School, Regent Road, SE24 0EL",-0.106673,51.4538457
"401",401,401,401,401,401,401,401,401,100617,208,"Lambeth",3493,"St Leonard's Church of England Primary School","42 Mitcham Lane","Streatham","","London","","SW16 6NP","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","http://www.st-leonards.lambeth.sch.uk/",2087692712,"Mr Simon Jackson","Open","Not applicable","","E14000978","Streatham","London","St Leonard's Church of England Primary School, 42 Mitcham Lane, SW16 6NP",-0.1362871,51.42681
"402",402,402,402,402,402,402,402,402,100618,208,"Lambeth",3499,"St Luke's Church of England Primary School","Linton Grove","","","London","","SE27 0DZ","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.st-lukes-primary.lambeth.sch.uk/",2086701981,"Mrs Nicola Zeronian-Dalley","Open","Not applicable","","E14000673","Dulwich and West Norwood","London","St Luke's Church of England Primary School, Linton Grove, SE27 0DZ",-0.0998196,51.4269411
"403",403,403,403,403,403,403,403,403,100619,208,"Lambeth",3502,"St Mark's Church of England Primary School","Harleyford Road","","","London","","SE11 5SL","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stmarkscofeprimarylambeth.co.uk/",2077351467,"Mr Sola Ingram","Open","Not applicable","","E14001008","Vauxhall","London","St Mark's Church of England Primary School, Harleyford Road, SE11 5SL",-0.1171978,51.4843261
"404",404,404,404,404,404,404,404,404,100620,208,"Lambeth",3589,"St Saviour's Church of England Primary School","Herne Hill Road","","","London","","SE24 0AY","Voluntary Aided School",11,5,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stsaviourslambeth.co.uk",2072747986,"Mrs E Maxted","Open","Not applicable","","E14000673","Dulwich and West Norwood","London","St Saviour's Church of England Primary School, Herne Hill Road, SE24 0AY",-0.0982332,51.4634845
"405",405,405,405,405,405,405,405,405,100621,208,"Lambeth",3596,"St Stephen's Church of England Primary School","Dorset Road","","","London","","SW8 1EJ","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.st-stephens.lambeth.sch.uk/",2077351023,"Mrs Linda Campbell","Open","Not applicable","","E14001008","Vauxhall","London","St Stephen's Church of England Primary School, Dorset Road, SW8 1EJ",-0.1220941,51.4796308
"406",406,406,406,406,406,406,406,406,100622,208,"Lambeth",3621,"Holy Trinity Church of England Primary School","Upper Tulse Hill","","","London","","SW2 2RL","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.holytrinityceprimary.org.uk/",2086749051,"Mr Lascelles Haughton","Open","Not applicable","","E14000978","Streatham","London","Holy Trinity Church of England Primary School, Upper Tulse Hill, SW2 2RL",-0.1194092,51.4474445
"407",407,407,407,407,407,407,407,407,100623,208,"Lambeth",3641,"St Helen's Catholic School","Knowle Close","Brixton","","London","","SW9 0TQ","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","",2072744343,"Mr Andrew Rafferty","Open","Not applicable","","E14001008","Vauxhall","London","St Helen's Catholic School, Knowle Close, SW9 0TQ",-0.1136205,51.4672103
"408",408,408,408,408,408,408,408,408,100624,208,"Lambeth",4223,"Norwood School","Crown Dale","Lambeth","","London","","SE19 3NY","Community School",18,11,"No Boarders","Has a sixth form",10004778,"Secondary","Mixed","Does not apply","Does not apply","Comprehensive (secondary)","http://www.thenorwoodschool.org/",2086709382,"Mrs Denise Webster","Open","Not applicable","","E14000673","Dulwich and West Norwood","London","Norwood School, Crown Dale, SE19 3NY",-0.0995052,51.4228251
"409",409,409,409,409,409,409,409,409,100625,208,"Lambeth",4321,"Lilian Baylis Technology School","323 Kennington Lane","Kennington","","London","","SE11 5QY","Community School",18,11,"No Boarders","Has a sixth form",10003923,"Secondary","Mixed","Does not apply","Does not apply","Comprehensive (secondary)","http://www.lilianbaylis.com/",2070919500,"Mr Gary Phillips","Open","Not applicable","","E14001008","Vauxhall","London","Lilian Baylis Technology School, 323 Kennington Lane, SE11 5QY",-0.1177446,51.4864147
"410",410,410,410,410,410,410,410,410,100627,208,"Lambeth",4509,"Saint Gabriel's College","Temp Address: Cormont Road","","","London","","SE5 9RF","Voluntary Aided School",16,11,"No Boarders","Does not have a sixth form",10001323,"Secondary","Mixed","Church of England","Does not apply","Comprehensive (secondary)","http://www.saintgabrielscollege.org/",2077933901," Nick Butler","Open","Not applicable","","E14001008","Vauxhall","London","Saint Gabriel's College, Temp Address: Cormont Road, SE5 9RF",-0.1022804,51.4764192
"411",411,411,411,411,411,411,411,411,100628,208,"Lambeth",5200,"St Bernadette Catholic Junior School","Atkins Road","Clapham Park","","London","","SW12 0AB","Voluntary Aided School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stbernadette.co.uk/",2086732061,"Mrs Deborah Hogan","Open","Not applicable","","E14000978","Streatham","London","St Bernadette Catholic Junior School, Atkins Road, SW12 0AB",-0.1427438,51.4477726
"412",412,412,412,412,412,412,412,412,100629,208,"Lambeth",5201,"St Anne's Catholic Primary School","6 Durham Street","","","London","","SE11 5JA","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.st-annes.lambeth.sch.uk/",2077354516,"Mrs Catherine Davis","Open","Not applicable","","E14001008","Vauxhall","London","St Anne's Catholic Primary School, 6 Durham Street, SE11 5JA",-0.1191857,51.4857568
"413",413,413,413,413,413,413,413,413,100631,208,"Lambeth",5203,"St Bede's Catholic Infant School","Thornton Road","Clapham Park","","London","","SW12 0LF","Voluntary Aided School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.st-bedes.lambeth.sch.uk",2086747292,"Mrs Ewa Ostrynska","Open","Not applicable","","E14000978","Streatham","London","St Bede's Catholic Infant School, Thornton Road, SW12 0LF",-0.1352362,51.4450682
"414",414,414,414,414,414,414,414,414,100632,208,"Lambeth",5204,"St Andrew's Catholic Primary School","Polworth Road","Streatham","","London","","SW16 2ET","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.st-andrewsrc.lambeth.sch.uk/",2087694980,"Mrs Denise Assid","Open","Not applicable","","E14000978","Streatham","London","St Andrew's Catholic Primary School, Polworth Road, SW16 2ET",-0.1277646,51.424719
"415",415,415,415,415,415,415,415,415,100633,208,"Lambeth",5205,"Immanuel and St Andrew Church of England Primary School","Northanger Road","Streatham","","London","","SW16 5SL","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","http://www.immanuelschoollambeth.org/",2086795005,"Mrs Bronia Grehan","Open","Not applicable","","E14000978","Streatham","London","Immanuel and St Andrew Church of England Primary School, Northanger Road, SW16 5SL",-0.1315547,51.4192787
"416",416,416,416,416,416,416,416,416,100634,208,"Lambeth",5206,"Reay Primary School","Hackford Road","Stockwell","","London","","SW9 0EN","Foundation School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","None","Does not apply","Not applicable","http://www.reay.lambeth.sch.uk/",2077352978,"Mrs Caroline Andrews","Open","Not applicable","","E14001008","Vauxhall","London","Reay Primary School, Hackford Road, SW9 0EN",-0.1148625,51.4776095
"417",417,417,417,417,417,417,417,417,100636,208,"Lambeth",5208,"St Mary's Roman Catholic Primary School","Crescent Lane","Clapham","","London","","SW4 9QJ","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stmarys-lambeth.co.uk/",2076225479,"Miss Karen Pluckrose","Open","Not applicable","","E14000978","Streatham","London","St Mary's Roman Catholic Primary School, Crescent Lane, SW4 9QJ",-0.1380322,51.4592627
"418",418,418,418,418,418,418,418,418,100637,208,"Lambeth",5400,"La Retraite Roman Catholic Girls' School","Atkins Road","","","London","","SW12 0AB","Voluntary Aided School",18,11,"No Boarders","Has a sixth form",10003732,"Secondary","Girls","Roman Catholic","Does not apply","Comprehensive (secondary)","www.laretraite.lambeth.sch.uk",2086735644,"Mr D Malins","Open","Not applicable","","E14000978","Streatham","London","La Retraite Roman Catholic Girls' School, Atkins Road, SW12 0AB",-0.1432397,51.447848
"419",419,419,419,419,419,419,419,419,100638,208,"Lambeth",5401,"Bishop Thomas Grant Catholic Secondary School","Belltrees Grove","","","London","","SW16 2HY","Voluntary Aided School",19,11,"No Boarders","Has a sixth form",10014777,"Secondary","Mixed","Roman Catholic","Does not apply","Comprehensive (secondary)","http://www.btg.ac/",2087693294,"Ms Bernadette Boyle","Open","Not applicable","","E14000978","Streatham","London","Bishop Thomas Grant Catholic Secondary School, Belltrees Grove, SW16 2HY",-0.1183852,51.4257192
"420",420,420,420,420,420,420,420,420,100640,208,"Lambeth",5403,"Archbishop Tenison's School","55 Kennington Oval","","","London","","SE11 5SR","Voluntary Aided School",18,11,"No Boarders","Has a sixth form",10000345,"Secondary","Mixed","Church of England","Does not apply","Comprehensive (secondary)","http://www.tenisons.com/",2077353771,"Mrs Fiona Kite","Open","Not applicable","","E14001008","Vauxhall","London","Archbishop Tenison's School, 55 Kennington Oval, SE11 5SR",-0.1158144,51.4828622
"421",421,421,421,421,421,421,421,421,100642,208,"Lambeth",5405,"London Nautical School","61 Stamford Street","Blackfriars","","London","","SE1 9NA","Foundation School",18,11,"No Boarders","Has a sixth form",10004050,"Secondary","Boys","None","Does not apply","Comprehensive (secondary)","http://www.lns.org.uk/",2079286801,"Mr Andrew Bull","Open","Not applicable","","E14001008","Vauxhall","London","London Nautical School, 61 Stamford Street, SE1 9NA",-0.1085651,51.5066924
"422",422,422,422,422,422,422,422,422,100643,208,"Lambeth",5950,"Turney Primary and Secondary Special School","Turney Road","","","London","","SE21 8LX","Foundation Special School",18,4,"No Boarders","Has a sixth form",10015994,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","http://www.turneyschool.co.uk",2086707220,"Mrs Linda Adams","Open","Not applicable","","E14000673","Dulwich and West Norwood","London","Turney Primary and Secondary Special School, Turney Road, SE21 8LX",-0.0977308,51.4469642
